"","Sampleid","Purity","Ploidy","Sex","Contamination","Flagged","Failed","Curated","Comment"
"90","af10232ca68b42bf50d869945ba201f8_gdc_realn",0.68,1.89613737933031,"FALSE",0.0395891841373497,TRUE,FALSE,FALSE,"POOR GOF (76.2%);NOISY SEGMENTATION;POTENTIAL SAMPLE CONTAMINATION"
"91","X2c7dd4a55ef948746f474e74b4d8e274_gdc_realn",0.82,2.66749480391501,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"92","X88122d5a7c6e7060cbb572ec95dac305_gdc_realn",0.92,1.8870584607902,"FALSE",0,TRUE,FALSE,FALSE,"HIGH PURITY AND model.homozygous=FALSE;NOISY SEGMENTATION"
"93","c359d66fc7c22e87c669acb9c9658aa6_gdc_realn",0.67,1.74705893429478,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (78%);NOISY SEGMENTATION"
"94","f3d26d5e2fb949a29b361978da942f2e_gdc_realn",0.6,3.14805305747809,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"95","X18636681b0c12776a718ffad7521e00b_gdc_realn",0.73,1.8585979124171,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"96","X669d569f5fe6b04aa6f8476b305770aa_gdc_realn",0.68,4.19524490446502,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"97","a6050fcf2f410e9b7ea5c795b581efba_gdc_realn",0.87,2.76431803155139,"FALSE",7.35260607671661e-05,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"98","X41750e36391b4a4189d5053f838a32c5_gdc_realn",0.71,2.9943964462318,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"99","X2de02bf10570ff538722d2d04062e79e_gdc_realn",0.88,3.47461446186778,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (79.2%);NOISY SEGMENTATION"
"100","X6caeb0feea25c0cb4b75b78f83fd3507_gdc_realn",0.79,1.99211933441311,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"101","X2a22378f4f29060d14c5c51ba985b30b_gdc_realn",0.63,1.80219745730619,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"102","ff84b8d6cf264e0c9acb5faf9faab488_gdc_realn",0.71,3.02929399704204,"FALSE",0.00442383815736552,TRUE,FALSE,FALSE,"NOISY SEGMENTATION;POTENTIAL SAMPLE CONTAMINATION"
"103","X07ce157ad335b0b8214989742f73b19c_gdc_realn",0.67,2.84943108967211,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"104","a1f01cf7dc34173f730108120c0d36d4_gdc_realn",0.79,2.84575901902181,"FALSE",0.000300358714010881,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"105","e205a4fa2c03aacff813fd2456879b45_gdc_realn",0.82,3.42214992925143,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"106","X6e0de0a67fc8adf06ddf94ce68188383_gdc_realn",0.91,1.82243775023156,"FALSE",0,TRUE,FALSE,FALSE,"HIGH PURITY AND model.homozygous=FALSE;NOISY SEGMENTATION"
"107","a50d31c692a740859a787b298b070f2e_gdc_realn",0.47,3.74088128967403,"FALSE",0.0402751905458884,TRUE,FALSE,FALSE,"POOR GOF (78.1%);NOISY SEGMENTATION;POTENTIAL SAMPLE CONTAMINATION"
"108","fb0cdc78a442a717833fe178d6819292_gdc_realn",0.65,3.58429467867576,"FALSE",0.010132130832968,TRUE,FALSE,FALSE,"NOISY SEGMENTATION;POTENTIAL SAMPLE CONTAMINATION"
